state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn
FL,97,area_code_415,no,yes,-6,202.3,97,34.39,69.2,84,5.88,257.6,64,11.59,6.7,3,1.81,1,no
DE,78,area_code_408,no,no,0,139.2,140,23.66,191.4,113,16.27,286.5,125,12.89,11.8,3,3.19,3,no
WV,84,area_code_408,no,no,0,86,83,14.62,260.7,86,22.16,98.6,109,4.44,8.9,4,2.4,1,no
MI,225,area_code_415,no,no,0,165.4,106,28.12,273.7,109,23.26,210,93,9.45,8.7,3,2.35,0,yes
OH,127,area_code_408,no,no,0,139.6,94,23.73,240.9,112,20.48,127.1,88,5.72,8.8,4,2.38,2,no
CA,127,area_code_510,no,no,0,107.9,128,18.34,187,77,15.9,218.5,95,9.83,0,0,0,0,no
CO,132,area_code_415,no,no,0,197.8,66,33.63,133.9,119,11.38,177.3,94,7.98,10.9,3,2.94,4,yes
WI,116,area_code_415,no,yes,35,2124.2,104,34.07,1204.8,89,23.19,214.5,100,9.65,8.3,4,2.24,1,no
MT,100,area_code_415,no,no,0,113.3,96,19.26,197.9,89,16.82,284.5,93,12.8,11.7,2,3.16,4,yes
VT,43,area_code_408,no,no,0,135.8,125,23.09,163.2,88,13.87,229.8,106,10.34,12.6,3,3.4,0,no
SD,91,area_code_415,no,no,0,153,123,26.01,141.1,127,11.99,171.5,76,7.72,10.3,15,2.78,1,yes
RI,63,area_code_415,no,no,0,180.5,126,30.69,230,98,19.55,232.5,73,10.46,10.6,3,2.86,0,no
CO,156,area_code_408,yes,no,0,277,119,47.09,NA,106,20.26,94.4,96,4.25,8.3,3,2.24,1,no
VA,21,area_code_415,no,no,0,223.2,142,37.94,216.5,114,18.4,214.7,111,9.66,12.4,2,3.35,1,no
MO,45,area_code_408,no,no,0,207.6,71,35.29,152.7,94,12.98,217.8,125,9.8,12.4,13,3.35,1,no
TX,71,area_code_415,no,yes,39,183.2,103,31.14,209.4,111,17.8,172.4,109,7.76,11.9,6,3.21,1,no
VT,100,area_code_408,yes,no,0,2064.4,112,37.3,1157.7,102,19.18,255.3,95,11.49,12,4,3.24,4,no
IN,117,area_code_415,no,no,0,118.4,126,20.13,249.3,97,21.19,227,56,10.22,13.6,NA,3.67,5,yes
HI,NA,area_code_408,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,no
AR,89,area_code_408,yes,no,0,206.9,134,35.17,167.7,105,14.25,155.7,86,7.01,10.9,4,2.94,0,no
RI,129,area_code_415,no,yes,-5,119.6,104,20.33,278.7,88,23.69,263.4,175,11.85,5.9,2,1.59,2,no
MO,15,area_code_415,no,no,0,135.2,101,22.98,152.5,79,12.96,224.8,83,10.12,8.4,5,2.27,2,no
SD,221,area_code_510,no,yes,24,2082.2,85,30.69,1156.1,92,19.05,205.7,103,9.26,2.4,3,0.65,0,no
MI,81,area_code_415,yes,no,0,149.4,68,25.4,171.9,98,14.61,214.5,97,9.65,17.9,3,4.83,3,yes
NJ,NA,area_code_415,no,no,0,279.1,124,47.45,180.5,108,15.34,217.5,104,9.79,9.5,11,2.57,2,yes
MI,101,area_code_510,no,no,0,1927.2,72,32.42,1140.6,103,17.73,203.8,111,9.17,8.8,8,2.38,1,no
VA,143,area_code_510,no,no,-3,110.1,113,18.72,169,59,14.37,166.7,94,7.5,9.2,2,2.48,1,no
IL,151,area_code_408,no,no,0,134.5,88,22.87,143.1,112,12.16,223.9,61,10.08,15.4,1,4.16,1,no
AZ,104,area_code_408,no,no,0,167.6,116,28.49,219.2,112,18.63,215.9,94,9.72,11.7,2,3.16,4,no
CT,106,area_code_510,no,yes,33,81.6,120,13.87,235.6,85,20.03,150.9,113,6.79,9.9,4,2.67,1,no
IN,100,area_code_510,no,no,0,247.8,117,42.13,130,95,11.05,134.3,125,6.04,6.9,2,1.86,1,no
TN,NA,area_code_408,no,no,0,54.8,92,9.32,173,103,14.71,195.1,125,8.78,7.5,3,2.03,1,no
MI,55,area_code_415,no,yes,20,207.7,91,35.31,199.7,113,16.97,216.5,110,9.74,7.3,1,1.97,1,no
ME,100,area_code_510,no,yes,30,2013.4,104,10,1151.5,107,18.66,152.3,118,6.85,7.1,3,1.92,0,no
NY,41,area_code_415,no,no,0,209.9,105,35.68,121.9,105,10.36,253.7,104,11.42,9.6,4,2.59,1,no
KS,117,area_code_415,no,no,-4,184.8,83,31.42,248.6,101,21.13,133.1,113,5.99,9.6,8,2.59,1,no
ID,67,area_code_510,no,yes,30,2006.2,117,31.65,1218.7,76,24.37,164.3,113,7.39,12.9,3,3.48,2,no
MO,-101,area_code_415,yes,no,0,156.4,116,26.59,130.4,114,11.08,207.3,109,9.33,7.3,5,1.97,1,no
NH,117,area_code_510,yes,no,0,54.2,100,9.21,303.2,84,25.77,171.8,84,7.73,8.6,2,2.32,1,yes
IN,64,area_code_408,no,no,0,113.8,97,19.35,192.3,97,16.35,214.9,89,9.67,10.4,1,2.81,3,no
NY,64,area_code_415,yes,no,-9,346.8,55,58.96,249.5,79,21.21,275.4,102,12.39,13.3,9,3.59,1,yes
CT,NA,area_code_415,no,no,0,234.9,136,39.93,270.8,134,23.02,219.3,101,9.87,13.9,2,3.75,1,yes
WA,161,area_code_415,no,no,0,151.6,117,25.77,219.4,87,18.65,224.7,68,10.11,4,5,1.08,1,no
VA,75,area_code_415,no,no,0,224.7,116,38.2,192,79,16.32,212.2,98,9.55,11.3,11,3.05,3,no
WY,120,area_code_415,no,yes,24,227.5,81,38.68,234.9,71,19.97,166.4,128,7.49,9,13,2.43,1,no
MN,123,area_code_408,no,no,-2,236.2,135,40.15,273.9,88,23.28,227,77,10.22,10.1,6,2.73,2,yes
MN,95,area_code_408,no,yes,32,262.2,123,44.57,165.2,82,14.04,194.3,57,8.74,10.6,5,2.86,0,no
MD,139,area_code_415,no,no,0,181.6,119,30.87,335.7,118,28.53,149.8,64,6.74,8.3,6,2.24,4,no
WV,85,area_code_408,no,no,0,225,81,38.25,176.9,63,15.04,194.3,110,8.74,7.1,2,1.92,3,no
WA,NA,area_code_408,no,no,0,207.9,98,35.34,210.5,96,17.89,109.6,114,4.93,7.7,2,2.08,2,no
DC,70,area_code_415,no,no,-3,152.8,145,25.98,183.6,102,15.61,151.8,75,6.83,10.5,2,2.84,1,no
DC,130,area_code_510,no,no,0,132.4,81,22.51,200.3,110,17.03,202.5,103,9.11,6,1,1.62,2,no
CT,95,area_code_415,no,yes,36,283.1,112,48.13,NA,86,24.33,261.7,129,11.78,11.3,3,3.05,3,no
IN,108,area_code_415,no,no,0,2031.3,101,34.19,1102.7,86,14.51,237.4,113,10.68,11.6,3,3.13,3,no
VT,195,area_code_415,no,yes,36,2067,110,39.39,1157.1,88,19.13,201.7,89,9.08,12.1,2,3.27,0,no
VA,133,area_code_408,no,yes,39,239.9,107,40.78,253.8,77,21.57,128.7,85,5.79,6.7,NA,1.81,5,no
DE,97,area_code_510,no,no,0,225.1,90,38.27,279.5,127,23.76,233.8,103,10.52,8.8,4,2.38,0,yes
NC,103,area_code_510,no,no,0,166.6,84,28.32,192.4,91,16.35,167.9,115,7.56,7.7,6,2.08,1,no
AK,55,area_code_408,no,yes,39,139.3,101,23.68,178.3,117,15.16,246.5,104,11.09,8.1,1,2.19,3,no
NM,NA,area_code_510,no,no,NA,NA,NA,NA,NA,NA,NA,NA,109,NA,NA,NA,NA,NA,no
VA,158,area_code_415,no,no,0,222.8,101,37.88,203,128,17.26,210.6,106,9.48,6.9,2,1.86,2,no
HI,101,area_code_510,no,no,0,93.8,127,15.95,150,104,12.75,241.1,116,10.85,10.7,2,2.89,1,no
ID,24,area_code_408,no,yes,29,236.3,105,40.17,190.8,114,16.22,129,105,5.81,7.2,2,1.94,3,no
WA,NA,area_code_415,no,no,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,no
NC,NA,area_code_408,no,no,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,NA,no
NM,104,area_code_415,no,no,0,164.2,109,27.91,155.4,90,13.21,168.9,117,7.6,10.7,8,2.89,1,no
MD,52,area_code_415,no,no,0,209.8,114,35.67,171.3,82,14.56,154.6,119,6.96,9.9,9,2.67,4,no
FL,109,area_code_408,no,no,0,217,115,36.89,207,142,17.6,268,106,12.06,8.2,4,2.21,1,no
WV,148,area_code_415,no,yes,26,244.9,150,41.63,118,138,10.03,236,91,10.62,15.2,4,4.1,2,no
KS,NA,area_code_415,yes,no,0,273.9,119,46.56,278.6,103,23.68,255.3,90,11.49,10.9,7,2.94,1,yes
OH,74,area_code_415,no,no,0,136.7,106,23.24,228.6,105,19.43,265.3,114,11.94,9.8,4,2.65,0,no
DC,115,area_code_510,no,yes,-5,222.6,81,37.84,190.3,109,16.18,201.2,87,9.05,11.5,2,3.11,1,no
NE,132,area_code_510,no,no,-8,99.5,110,16.92,129.1,80,10.97,125.1,124,5.63,9.7,3,2.62,0,no
MN,46,area_code_415,no,no,0,214.1,72,36.4,164.4,104,13.97,177.5,113,7.99,8.2,3,2.21,2,no
OR,6,area_code_408,no,no,-3,226.5,93,38.51,152.1,122,12.93,164.4,98,7.4,9.4,4,2.54,3,no
ND,101,area_code_415,no,yes,28,105.9,132,18,231.7,107,19.69,281.3,120,12.66,10.7,5,2.89,1,no
ND,160,area_code_510,no,no,0,121.8,97,20.71,89.3,97,7.59,150.7,92,6.78,10.3,5,2.78,1,no
CO,156,area_code_408,no,no,0,150.5,106,25.59,152.9,112,13,215.9,86,9.72,3.5,NA,0.95,1,no
MD,125,area_code_415,no,no,0,224.9,102,38.23,143.8,87,12.22,198.9,105,8.95,8,2,2.16,0,no
VA,130,area_code_408,no,no,0,211.2,119,35.9,231.1,120,19.64,220.9,80,9.94,6.3,9,1.7,2,no
WI,147,area_code_415,yes,no,0,225.2,111,38.28,184.9,98,15.72,143.2,146,6.44,9.9,1,2.67,0,yes
AL,32,area_code_510,no,no,0,230.9,87,39.25,187.4,90,15.93,154,53,6.93,6.3,2,1.7,0,no
MN,53,area_code_415,no,yes,24,145.7,146,24.77,220.5,136,18.74,249.9,96,11.25,13.1,5,3.54,3,no
SD,-126,area_code_415,no,yes,23,114.3,102,19.43,190.3,103,16.18,240.4,111,10.82,12.6,7,3.4,3,no
MI,157,area_code_415,no,yes,-9,192.6,107,32.74,195.5,74,16.62,109.7,139,4.94,6.8,5,1.84,3,no
KS,170,area_code_415,no,yes,42,199.5,119,33.92,NA,90,11.48,184.6,49,8.31,10.9,3,2.94,4,yes
NJ,93,area_code_510,yes,yes,-2,225.7,117,38.37,119.6,122,10.17,193.2,125,8.69,14,7,3.78,1,yes
VT,NA,area_code_415,no,no,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,no
MA,58,area_code_415,no,yes,30,178.1,111,30.28,236.7,109,20.12,264,118,11.88,8.4,2,2.27,0,no
AR,87,area_code_408,no,no,0,185.8,119,31.59,192.3,83,16.35,200,96,9,6.6,4,1.78,1,no
NC,NA,area_code_415,no,no,NA,NA,NA,NA,NA,NA,NA,NA,118,NA,NA,NA,NA,NA,no
RI,95,area_code_408,no,no,0,160,133,27.2,215.3,98,18.3,188.9,87,8.5,9.1,4,2.46,0,no
KS,24,area_code_510,no,no,0,243,91,41.31,183.9,77,15.63,184.3,109,8.29,15.3,6,4.13,0,yes
LA,121,area_code_408,no,no,0,181.5,121,30.86,218.4,98,18.56,161.6,103,7.27,8.5,5,2.3,1,no
FL,NA,area_code_510,no,yes,26,118.5,86,20.15,213.9,118,18.18,132.6,99,5.97,13.4,3,3.62,2,no
DC,170,area_code_510,no,no,0,184.1,106,31.3,204.9,70,17.42,224.3,133,10.09,9.8,3,2.65,2,no
MS,NA,area_code_510,no,no,0,98.2,100,16.69,307.2,88,26.11,182.5,120,8.21,7.6,1,2.05,2,no
CA,72,area_code_408,no,yes,39,92.8,98,15.78,271.2,115,23.05,167.1,83,7.52,5.8,7,1.57,1,no
OR,110,area_code_408,no,no,0,149.8,112,25.47,180,93,15.3,140,119,6.3,11.7,4,3.16,2,no
WV,51,area_code_408,no,no,0,169.3,111,28.78,139.5,69,11.86,197,87,8.87,12,3,3.24,0,no
AK,117,area_code_415,no,no,0,181.5,95,30.86,205.1,88,17.43,204,82,9.18,14.7,9,3.97,2,no
AR,118,area_code_415,no,no,-7,267.8,145,45.53,316.4,121,26.89,208.6,91,9.39,14.4,11,3.89,5,yes
AR,94,area_code_408,no,no,0,136.2,114,23.15,165.1,118,14.03,137.9,71,6.21,9.6,5,2.59,0,no
AL,NA,area_code_510,no,no,0,109.4,91,18.6,207.5,111,17.64,135,107,6.08,11.6,5,3.13,0,no
TN,74,area_code_415,no,yes,25,234.4,113,39.85,265.9,82,22.6,241.4,77,10.86,13.7,4,3.7,0,no
MS,64,area_code_408,yes,no,0,236.2,77,40.15,218.6,85,18.58,194.1,97,8.73,13.2,2,3.56,2,yes
NC,103,area_code_415,no,no,0,263.4,118,44.78,179.1,69,15.22,214.7,112,9.66,10.3,2,2.78,0,no
LA,154,area_code_510,no,no,0,166.9,99,28.37,154.9,97,13.17,189.4,89,8.52,7.2,5,1.94,0,no
WI,91,area_code_510,no,no,0,1997.1,71,37.04,1162.1,116,19.56,232.1,110,10.44,10.6,2,2.86,1,no
LA,99,area_code_415,no,no,0,241.1,72,40.99,155.6,98,13.23,188.2,109,8.47,11.6,10,3.13,1,no
IL,NA,area_code_415,no,yes,29,185.6,106,31.55,219.7,113,18.67,152.1,120,6.84,11.1,5,3,2,no
WA,-45,area_code_510,no,no,0,78.6,106,13.36,187.3,110,15.92,184.2,111,8.29,7.4,5,2,1,yes
WA,96,area_code_415,no,no,0,276.9,105,47.07,246.9,94,20.99,254.4,107,11.45,10.3,3,2.78,1,yes
OH,29,area_code_408,no,no,0,196.8,81,33.46,168,110,14.28,132.6,98,5.97,12.7,7,3.43,2,no
TN,196,area_code_415,no,no,0,133.1,80,22.63,206.5,120,17.55,221.6,96,9.97,10.3,8,2.78,1,no
RI,53,area_code_408,no,yes,18,146.8,107,24.96,310,84,26.35,178.7,130,8.04,7.2,7,1.94,0,no
MT,74,area_code_408,no,no,0,174.1,96,29.6,251.1,94,21.34,257.6,123,11.59,8.3,5,2.24,2,yes
MO,42,area_code_415,no,no,0,184.5,98,31.37,200.5,93,17.04,279.2,91,12.56,8.8,3,2.38,2,no
UT,100,area_code_408,no,no,0,179.1,123,30.45,196.6,132,16.71,186.7,116,8.4,10.2,10,2.75,1,no
MT,97,area_code_415,no,yes,-8,117.6,97,19.99,196.3,126,16.69,157.4,113,7.08,6.4,3,1.73,1,no
NV,69,area_code_415,no,no,0,153.7,109,26.13,194,105,16.49,256.1,114,11.52,14.1,6,3.81,1,no
TN,69,area_code_510,no,no,0,195.3,70,33.2,216.7,108,18.42,259.9,119,11.7,12.5,4,3.38,3,no
VT,128,area_code_510,no,yes,29,179.3,104,30.48,225.9,86,19.2,323,78,14.54,8.6,7,2.32,0,no
CT,-95,area_code_415,no,no,0,198.4,113,33.73,235.9,144,20.05,325.6,99,14.65,10.1,3,2.73,0,no
RI,87,area_code_510,yes,no,0,1982,80,22.81,1097,71,14.03,173.1,102,7.79,10.7,5,2.89,0,no
MS,120,area_code_408,no,no,0,212.1,131,36.06,209.4,104,17.8,167.2,96,7.52,5.3,5,1.43,1,yes
MN,85,area_code_415,no,no,0,255.3,114,43.4,194.6,83,16.54,276.6,78,12.45,3.7,5,1,3,no
OH,NA,area_code_415,no,yes,29,225.4,79,38.32,187.1,112,15.9,281.1,112,12.65,12.9,3,3.48,1,no
TX,75,area_code_415,yes,no,0,222.4,78,37.81,NA,111,27.8,208,104,9.36,8.7,9,2.35,1,yes
NV,7,area_code_408,no,yes,-3,221.4,114,37.64,165.8,116,14.09,247,105,11.12,10.8,12,2.92,1,no
SD,86,area_code_415,no,no,0,223.9,75,38.06,155.7,109,13.23,150.2,143,6.76,7.3,9,1.97,1,no
MN,62,area_code_510,no,yes,33,186.4,84,31.69,201,136,17.09,286.7,103,12.9,11.1,3,3,2,yes
ME,108,area_code_510,no,no,0,246.2,102,41.85,202.4,134,17.2,180.1,95,8.1,9.4,5,2.54,1,no
OK,177,area_code_408,no,no,0,175.4,99,29.82,155.3,83,13.2,179.4,86,8.07,11.5,3,3.11,1,no
IN,148,area_code_415,no,yes,26,158.7,91,26.98,160.5,127,13.64,218.3,88,9.82,9.9,3,2.67,1,no
ND,154,area_code_408,no,yes,35,224,102,38.08,192,99,16.32,163.1,100,7.34,9.6,2,2.59,0,no
NV,NA,area_code_510,no,yes,35,256.3,119,43.57,258.1,91,21.94,215.5,130,9.7,11.7,1,3.16,1,no
CO,NA,area_code_408,no,no,0,236.2,122,40.15,189.4,110,16.1,153.6,104,6.91,13.3,4,3.59,0,no
LA,111,area_code_415,no,yes,-4,128.8,104,21.9,157.3,52,13.37,147.4,76,6.63,10.3,2,2.78,2,no
KS,NA,area_code_415,no,no,0,140,106,23.8,153.7,101,13.06,50.1,87,2.25,12.5,1,3.38,2,no
NM,NA,area_code_408,no,no,NA,NA,NA,NA,NA,NA,NA,NA,131,NA,NA,NA,NA,NA,no
WV,NA,area_code_415,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,no
NY,32,area_code_415,no,no,0,164.8,98,28.02,229.9,96,19.54,167.3,108,7.53,14.8,2,4,2,no
WY,41,area_code_510,no,no,0,2040.7,67,38.05,1176.8,74,20.81,223.8,156,10.07,12.3,5,3.32,3,no
PA,61,area_code_408,no,yes,31,288.7,101,49.08,203.8,102,17.32,203.2,49,9.14,8.6,3,2.32,0,no
KS,101,area_code_510,no,yes,25,144.1,144,24.5,167.6,105,14.25,240,107,10.8,14.5,3,3.92,1,no
KY,56,area_code_415,yes,no,0,177.7,114,30.21,215.6,110,18.33,236.7,67,10.65,10.5,5,2.84,1,no
OR,103,area_code_510,yes,no,0,2067.9,78,29.19,1076.5,86,12.28,157.9,106,7.11,6.8,3,1.84,3,no
MT,63,area_code_415,no,yes,33,184.2,111,31.31,312.6,89,26.57,264,55,11.88,12.2,4,3.29,1,no
NY,46,area_code_415,no,no,0,122.2,67,20.77,167.2,62,14.21,194.8,98,8.77,9.7,6,2.62,1,no
MS,43,area_code_510,no,no,0,159.5,99,27.12,119.7,149,10.17,173.9,126,7.83,6.8,NA,1.84,2,no
ME,NA,area_code_510,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,no
NV,107,area_code_510,yes,no,0,234.1,91,39.8,163.1,105,13.86,282.5,100,12.71,10,3,2.7,1,no
FL,85,area_code_408,no,yes,33,207.9,95,35.34,233.5,88,19.85,221.3,92,9.96,13.5,3,3.65,1,no
FL,144,area_code_415,no,yes,51,283.9,98,48.26,192,109,16.32,196.3,85,8.83,10,4,2.7,1,no
WV,145,area_code_415,no,no,0,129.4,97,22,185.4,101,15.76,204.7,106,9.21,1.1,2,0.3,2,no
WV,79,area_code_415,no,no,0,222.3,99,37.79,146.2,82,12.43,275.6,82,12.4,8.9,4,2.4,3,no
MD,79,area_code_415,no,yes,17,1932.4,95,40.24,1195.5,56,22.4,259.6,107,11.68,12,4,3.24,1,no
WA,40,area_code_415,no,yes,41,2046.3,74,25.18,1101.5,88,14.41,214.1,102,9.63,6.2,5,1.67,2,no
TN,63,area_code_415,no,no,0,164.5,75,27.97,147.9,118,12.57,252.7,97,11.37,11.2,2,3.02,0,no
MT,121,area_code_408,no,no,0,213.2,79,36.24,120.7,116,10.26,244.4,102,11,7.5,4,2.03,1,no
MO,NA,area_code_408,no,no,0,206.2,100,35.05,211.2,118,17.95,196.2,122,8.83,10.2,6,2.75,1,no
WV,114,area_code_510,no,yes,30,206.2,79,35.05,260,91,22.1,291.6,83,13.12,11.4,6,3.08,1,no
IN,36,area_code_415,no,no,0,253.4,77,43.08,182.4,151,15.5,275.8,103,12.41,8.4,2,2.27,1,no
AL,60,area_code_408,yes,yes,29,2037.4,113,45.2,1147.8,94,18.34,108.1,82,4.86,14,12,3.78,0,yes
NE,131,area_code_408,no,yes,36,214.2,115,36.41,161.7,117,13.74,264.7,102,11.91,9.5,4,2.57,3,no
FL,NA,area_code_408,no,no,0,155.3,93,26.4,265.7,95,22.58,145.7,67,6.56,12.4,4,3.35,0,no
AL,148,area_code_415,no,yes,21,262.9,135,44.69,149.5,96,12.71,140.5,109,6.32,8.1,4,2.19,1,no
NH,19,area_code_408,no,no,0,186.1,98,31.64,254.3,57,21.62,214,127,9.63,14.6,7,3.94,2,no
AZ,117,area_code_408,no,no,0,239.9,84,40.78,174.8,106,14.86,209.5,93,9.43,9.8,2,2.65,0,no
MN,139,area_code_510,no,yes,25,96.2,112,16.35,178.9,70,15.21,182.1,84,8.19,12.9,10,3.48,2,no
AZ,138,area_code_415,no,no,0,2109.7,112,14.89,1198.9,107,22.69,214.6,104,9.66,9.8,10,2.65,2,no
HI,111,area_code_408,no,yes,13,193.1,104,32.83,111.6,98,9.49,227.4,94,10.23,12.1,4,3.27,1,no
OK,189,area_code_415,no,no,0,208.3,106,35.41,236.7,123,20.12,179.1,120,8.06,11.3,5,3.05,3,no
OK,NA,area_code_415,no,no,0,166,79,28.22,74.6,100,6.34,247.9,74,11.16,6.3,7,1.7,0,no
CO,NA,area_code_408,no,no,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,NA,no
OH,106,area_code_415,no,yes,30,220.1,105,37.42,222.2,109,18.89,158.4,96,7.13,13.1,8,3.54,0,no
NY,123,area_code_415,no,no,0,123.2,104,20.94,190,117,16.15,170.3,95,7.66,12.9,5,3.48,4,yes
IN,NA,area_code_415,no,no,0,222.1,107,37.76,199.4,102,16.95,162.4,107,7.31,9.4,3,2.54,2,no
NC,133,area_code_408,yes,yes,32,221.1,137,37.59,264.9,99,22.52,168.9,108,7.6,15.4,4,4.16,2,yes
SD,110,area_code_408,no,yes,40,202.6,103,34.44,118.8,128,10.1,234.9,98,10.57,9,9,2.43,2,no
AZ,83,area_code_415,no,yes,41,155.9,122,26.5,162.3,107,13.8,127.6,105,5.74,13.1,5,3.54,3,no
MO,107,area_code_415,no,no,-6,146.9,94,24.97,114.3,111,9.72,114.5,97,5.15,11.4,5,3.08,3,no
FL,120,area_code_415,no,no,0,180,80,30.6,224.2,82,19.06,265.4,91,11.94,4.7,7,1.27,3,no
MD,NA,area_code_415,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,NA,NA,NA,NA,no
NE,129,area_code_510,no,yes,30,177.3,95,30.14,211.8,102,18,240.2,108,10.81,9.3,7,2.51,3,no
ND,NA,area_code_510,no,no,0,203.2,99,34.54,235.8,131,20.04,224.9,112,10.12,15.1,6,4.08,2,no
FL,120,area_code_415,no,no,0,184.5,103,31.37,209,86,17.77,169.7,70,7.64,10.2,6,2.75,2,no
MD,107,area_code_415,no,no,0,241.9,102,41.12,NA,117,10.79,185.6,92,8.35,11.7,6,3.16,0,no
MI,37,area_code_415,no,no,0,191.4,116,32.54,167.4,99,14.23,216.5,112,9.74,14,5,3.78,3,no
MT,95,area_code_510,no,no,0,156.6,88,26.62,247.6,75,21.05,192.3,115,8.65,12.3,5,3.32,3,no
RI,131,area_code_415,no,no,0,1988.5,133,19.18,1131.4,116,16.95,142.7,105,6.42,10.1,5,2.73,0,no
ND,68,area_code_408,no,yes,22,2046.3,97,14.03,1221.9,94,24.64,180,114,8.1,4.8,4,1.3,3,no
AR,109,area_code_510,no,no,0,2040.6,102,26.03,1166.1,77,19.9,329.2,74,14.81,9.9,9,2.67,3,no
ME,88,area_code_415,no,no,0,85.7,112,14.57,221.6,70,18.84,190.6,75,8.58,11.6,3,3.13,4,yes
UT,81,area_code_415,no,yes,24,2029.4,117,22.12,1128,61,16.66,139.3,123,6.27,11.4,5,3.08,0,no
SC,106,area_code_408,no,no,0,52.2,106,8.87,220.1,113,18.71,112.3,95,5.05,11.4,2,3.08,2,no
AK,108,area_code_415,no,no,0,103,129,17.51,242.3,103,20.6,170.2,89,7.66,7.9,3,2.13,1,no
CO,NA,area_code_408,no,no,0,190.2,89,32.33,166.4,108,14.14,219.8,73,9.89,15,4,4.05,6,no
NV,NA,area_code_415,no,no,NA,NA,NA,NA,NA,NA,NA,NA,123,NA,NA,NA,NA,NA,no
UT,118,area_code_415,no,yes,24,118.1,83,20.08,109.6,72,9.32,245.5,73,11.05,16.9,2,4.56,1,no
FL,NA,area_code_415,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,no
MA,34,area_code_415,no,no,0,1969.7,89,49.93,1204.5,71,23.16,178.2,76,8.02,11,10,2.97,2,yes
OK,101,area_code_415,no,no,0,269.7,85,45.85,207.6,86,17.65,214.2,107,9.64,4.5,15,1.22,3,yes
ND,110,area_code_408,no,no,0,196.1,103,33.34,199.7,123,16.97,135.9,71,6.12,12.9,NA,3.48,3,no
WI,16,area_code_510,no,no,0,229.6,78,39.03,205.7,108,17.48,166.2,91,7.48,10.8,2,2.92,0,yes
NH,133,area_code_408,no,no,0,162.1,91,27.56,212.1,94,18.03,260.4,78,11.72,12.2,5,3.29,1,no
CT,NA,area_code_408,no,yes,21,186.7,108,31.74,335,86,28.48,187.2,119,8.42,16.5,4,4.46,1,no
ME,52,area_code_510,no,no,0,129.3,80,21.98,142.7,101,12.13,258.3,89,11.62,12.3,4,3.32,3,no
ME,80,area_code_408,no,no,0,322.3,113,54.79,222,95,18.87,162.8,123,7.33,6.7,8,1.81,0,yes
UT,87,area_code_415,no,no,0,146.3,108,24.87,171.8,102,14.6,167.5,66,7.54,5.3,9,1.43,1,no
AK,146,area_code_510,yes,no,0,133,65,22.61,262.8,93,22.34,214.3,128,9.64,11.2,3,3.02,1,no
NH,60,area_code_415,no,no,0,180.3,67,30.65,208,68,17.68,181.2,101,8.15,12.8,NA,3.46,2,no
CA,113,area_code_415,no,no,0,187.6,97,31.89,208.2,118,17.7,158.9,101,7.15,8.7,6,2.35,2,no
IL,67,area_code_415,no,no,0,109.1,117,18.55,217.4,124,18.48,188.4,141,8.48,12.8,6,3.46,0,no
AZ,86,area_code_415,no,yes,32,70.9,163,12.05,166.7,121,14.17,244.9,105,11.02,11.1,5,3,3,no
VT,111,area_code_408,no,no,0,99.3,112,16.88,270.5,136,22.99,225.3,94,10.14,9,6,2.43,3,no
NV,92,area_code_415,no,yes,44,152,95,25.84,274.9,73,23.37,162.4,121,7.31,10,1,2.7,2,no
MT,106,area_code_415,no,no,0,187.1,104,31.81,250.2,117,21.27,144.9,81,6.52,11,3,2.97,1,no
AL,125,area_code_408,no,no,0,169.3,90,28.78,156,138,13.26,210.8,106,9.49,11.6,6,3.13,2,no
WV,121,area_code_415,no,no,0,103.3,110,17.56,129.1,82,10.97,167.1,113,7.52,10.7,3,2.89,0,no
FL,41,area_code_415,no,yes,-9,207.3,95,35.24,137.3,120,11.67,115.7,74,5.21,5.9,3,1.59,1,no
UT,190,area_code_415,no,yes,22,166.5,93,28.31,183,92,15.56,121,102,5.44,8.5,3,2.3,0,no
SD,104,area_code_408,no,no,0,200.2,92,34.03,118.7,87,10.09,236.6,65,10.65,6,6,1.62,2,no
IN,104,area_code_408,no,no,0,280.4,127,47.67,179.4,79,15.25,150.6,77,6.78,15.2,6,4.1,5,no
WI,162,area_code_408,no,no,0,177.1,131,30.11,114.7,122,9.75,153.6,88,6.91,6.5,6,1.76,3,no
ID,NA,area_code_510,no,no,0,154.4,130,26.25,203.8,90,17.32,158.7,59,7.14,11.8,3,3.19,0,no
